shade,height,total_net_gains,avg_gains,avg_losses,hours,species,year,site_orig,site_clim,sex,year_period,filepath
0,0.005,56.061830494731666,0.027543714032253107,0.0021533922502188366,2208,MB,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_A1.rds
0,0.15,-33.53060964629162,-0.01575454802141904,-5.685835077000074e-4,2208,MB,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_A1.rds
0.3,0.03,-89.67148250522483,-0.04197624452794424,-0.0013641600599982047,2208,MB,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_A1.rds
0.9,0.005,-136.9071321627785,-0.06435239666974774,-0.002347354929358909,2208,MB,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_A1.rds
0.9,0.15,-39.52179548419584,-0.018619037214571272,-7.196733177434485e-4,2208,MB,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_A1.rds
0,0.005,43.714673464989,0.0222705333222932,0.002472221064598909,2208,MB,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_B1.rds
0,0.15,-14.334614640122187,-0.00678868228871114,-0.00029655609300362857,2208,MB,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_B1.rds
0.3,0.03,-72.899322767834,-0.03403213729791654,-0.001016139667556944,2208,MB,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_B1.rds
0.9,0.005,-122.03963624496446,-0.05717823257885904,-0.0019066581925526699,2208,MB,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_B1.rds
0.9,0.15,-18.460880468033544,-0.008901772057193929,-5.408660481207658e-4,2208,MB,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_B1.rds
0,0.005,43.69926696065103,0.02347326685866726,0.003681932184459365,2208,MB,1945,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_C1.rds
0,0.15,1.8784233447338319,0.0014323994327827072,5.816642223054272e-4,2208,MB,1945,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_C1.rds
0.3,0.03,-56.86883208845022,-0.02667670344532141,-9.208918110595393e-4,2208,MB,1945,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_C1.rds
0.9,0.005,-117.4621163177296,-0.05518128346924431,-0.001982861223895757,2208,MB,1945,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_C1.rds
0.9,0.15,-3.5240700455495446,-0.0020871001417285375,-4.910539254470403e-4,2208,MB,1945,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_C1.rds
0,0.005,21.38286024283028,0.010912720643184945,0.0012284542288596375,2208,MB,1945,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_D1.rds
0,0.15,12.919237573155637,0.0059599618999163165,1.0885792656684269e-4,2208,MB,1945,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_D1.rds
0.3,0.03,14.692695615486288,0.006491412397657556,-1.628881528344217e-4,2208,MB,1945,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_D1.rds
0.9,0.005,5.911717143622809,0.0022096898086119577,-4.6771831802880733e-4,2208,MB,1945,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_D1.rds
0.9,0.15,5.395513337270853,0.0024359172048997284,-7.70296596569424e-6,2208,MB,1945,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MB_1945_A1_D1.rds
0,0.005,66.48713083401806,0.03205264067567919,0.0019407154791130413,2208,MS,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_A1.rds
0,0.15,-28.60293635393621,-0.013464943339974732,-5.107149188079721e-4,2208,MS,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_A1.rds
0.3,0.03,-90.3688022156207,-0.04214118176244771,-0.001213282208271667,2208,MS,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_A1.rds
0.9,0.005,-157.7652917999273,-0.07352945310678359,-0.0020777810959469443,2208,MS,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_A1.rds
0.9,0.15,-37.66529629838331,-0.017702200961475557,-6.43642855323693e-4,2208,MS,1945,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_A1.rds
0,0.005,51.77203905402879,0.02566111770136346,0.0022136362457344807,2208,MS,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_B1.rds
0,0.15,-7.8915297886016695,-0.0038473413863372814,-2.732789820792806e-4,2208,MS,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_B1.rds
0.3,0.03,-67.15117332296406,-0.03132284560110486,-9.101765236754908e-4,2208,MS,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_B1.rds
0.9,0.005,-130.95095139485167,-0.06100141461101579,-0.00169391850827499,2208,MS,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_B1.rds
0.9,0.15,-17.051322213561672,-0.008209637216048369,-4.8711809758746576e-4,2208,MS,1945,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_B1.rds
0,0.005,62.04646378911407,0.03129880827603776,0.0031980547483592883,2208,MS,1945,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_Eldo.rds
0,0.15,-21.78050222755021,-0.009548394744344844,3.159631485673856e-4,2208,MS,1945,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_Eldo.rds
0.3,0.03,-69.61798186556629,-0.03241500992547262,-8.851268341835394e-4,2208,MS,1945,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_Eldo.rds
0.9,0.005,-121.58047541401518,-0.05669643243992794,-0.0016328113285080216,2208,MS,1945,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_Eldo.rds
0.9,0.15,-25.323161365778432,-0.012014025072582259,-5.452019902550707e-4,2208,MS,1945,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/F/eb_results_MS_1945_A1_Eldo.rds
0,0.005,52.52015205278501,0.025939692998762774,0.0021533922502188366,2208,MB,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_A1.rds
0,0.15,-31.50482826384133,-0.014837074569222347,-5.685835077000074e-4,2208,MB,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_A1.rds
0.3,0.03,-84.27401286317094,-0.0395317383494778,-0.0013641600599982047,2208,MB,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_A1.rds
0.9,0.005,-128.63244939102304,-0.060604804834713547,-0.002347354929358909,2208,MB,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_A1.rds
0.9,0.15,-37.12768688157849,-0.01753474889816849,-7.196733177434485e-4,2208,MB,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_A1.rds
0,0.005,40.85104121605338,0.020973598426941926,0.002472221064598909,2208,MB,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_B1.rds
0,0.15,-13.461699328737579,-0.006393340209279706,-0.00029655609300362857,2208,MB,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_B1.rds
0.3,0.03,-68.52333749365272,-0.03205025990924749,-0.001016139667556944,2208,MB,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_B1.rds
0.9,0.005,-114.68743554189206,-0.053848431535800885,-0.0019066581925526699,2208,MB,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_B1.rds
0.9,0.15,-17.31625581236186,-0.008383373209516536,-5.408660481207658e-4,2208,MB,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_B1.rds
0,0.005,40.680982531105556,0.022106290214851373,0.003681932184459365,2208,MB,1945,A1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_C1.rds
0,0.15,1.6942398252054673,0.0013489829837209479,5.816642223054272e-4,2208,MB,1945,A1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_C1.rds
0.3,0.03,-53.43863725764911,-0.025123173177748447,-9.208918110595393e-4,2208,MB,1945,A1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_C1.rds
0.9,0.005,-110.36669113893488,-0.051967775688993086,-0.001982861223895757,2208,MB,1945,A1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_C1.rds
0.9,0.15,-3.2557025490859903,-0.0019655568915185944,-4.910539254470403e-4,2208,MB,1945,A1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_C1.rds
0,0.005,19.979659955472634,0.010277213266664273,0.0012284542288596375,2208,MB,1945,A1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_D1.rds
0,0.15,12.152882369531328,0.005612880738854582,1.0885792656684269e-4,2208,MB,1945,A1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_D1.rds
0.3,0.03,13.85800442897282,0.006113381968982978,-1.628881528344217e-4,2208,MB,1945,A1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_D1.rds
0.9,0.005,5.627586588484675,0.00208100749197331,-4.6771831802880733e-4,2208,MB,1945,A1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_D1.rds
0.9,0.15,5.082293579003758,0.0022940604303222393,-7.70296596569424e-6,2208,MB,1945,A1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MB_1945_A1_D1.rds
0,0.005,44.59970956154142,0.022139859302274915,0.0019407154791130413,2208,MS,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_A1.rds
0,0.15,-19.408284023288253,-0.009300698625007363,-5.107149188079721e-4,2208,MS,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_A1.rds
0.3,0.03,-61.59233392124488,-0.029108360976951415,-0.001213282208271667,2208,MS,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_A1.rds
0.9,0.005,-107.55507254319876,-0.05078931757384493,-0.0020777810959469443,2208,MS,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_A1.rds
0.9,0.15,-25.577196169152817,-0.012227517931932759,-6.43642855323693e-4,2208,MS,1945,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_A1.rds
0,0.005,34.249124198575984,0.017725014958857664,0.0022136362457344807,2208,MS,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_B1.rds
0,0.15,-5.264339643681897,-0.002657490777225066,-2.732789820792806e-4,2208,MS,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_B1.rds
0.3,0.03,-45.76209889190404,-0.02163576478993638,-9.101765236754908e-4,2208,MS,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_B1.rds
0.9,0.005,-89.29561094044082,-0.042135771289271734,-0.00169391850827499,2208,MS,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_B1.rds
0.9,0.15,-11.44530085451043,-0.005670678267202697,-4.8711809758746576e-4,2208,MS,1945,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_B1.rds
0,0.005,40.67380345214791,0.02161916138429584,0.0031980547483592883,2208,MS,1945,A1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_Eldo.rds
0,0.15,-15.260298779727753,-0.006595404052396269,3.159631485673856e-4,2208,MS,1945,A1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_Eldo.rds
0.3,0.03,-47.48311363523452,-0.022390160183474533,-8.851268341835394e-4,2208,MS,1945,A1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_Eldo.rds
0.9,0.005,-82.86482904916475,-0.0391621723109196,-0.0016328113285080216,2208,MS,1945,A1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_Eldo.rds
0.9,0.15,-17.119281048946068,-0.008298499566770498,-5.452019902550707e-4,2208,MS,1945,A1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1945/M/eb_results_MS_1945_A1_Eldo.rds
0,0.005,61.43960161832898,0.030182210933797696,0.002356304403757397,2208,MB,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_A1.rds
0,0.15,5.860190889573765,0.0026419514074692363,-1.2120553388446396e-5,2208,MB,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_A1.rds
0.3,0.03,-26.483633694460863,-0.012431960895493225,-4.3756157734971865e-4,2208,MB,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_A1.rds
0.9,0.005,-56.96342356133643,-0.02669519199701093,-8.965400217679807e-4,2208,MB,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_A1.rds
0.9,0.15,4.083389705427528,0.0017014612721839176,-1.4790000744811495e-4,2208,MB,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_A1.rds
0,0.005,46.64795334994324,0.023739247228617425,0.002612456762157624,2208,MB,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_B1.rds
0,0.15,29.933872947440086,0.013890857314813931,3.3384963934287806e-4,2208,MB,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_B1.rds
0.3,0.03,7.201588710299147,0.0033130145268599853,5.1425437050589326e-5,2208,MB,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_B1.rds
0.9,0.005,-14.32785638376277,-0.006755832096889364,-2.6676670569245867e-4,2208,MB,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_B1.rds
0.9,0.15,25.66297294359719,0.011703717260265896,8.099400682514045e-5,2208,MB,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_B1.rds
0,0.005,50.697930523950696,0.025038112970073072,0.002077093711037432,2208,MB,1946,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_C1.rds
0,0.15,38.517490878699746,0.017742234744274867,2.977189477623017e-4,2208,MB,1946,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_C1.rds
0.3,0.03,28.717985834013756,0.013064490624026788,5.815646007128268e-5,2208,MB,1946,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_C1.rds
0.9,0.005,10.55350614607528,0.004549049339959727,-2.3061829866132403e-4,2208,MB,1946,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_C1.rds
0.9,0.15,22.1077400464506,0.0101216314448177,1.0906801798318942e-4,2208,MB,1946,A1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_C1.rds
0,0.005,26.264980935078697,0.013231469720566692,0.0013360979202593126,2208,MB,1946,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_D1.rds
0,0.15,15.849402467762049,0.007460817343303781,2.8264593580285246e-4,2208,MB,1946,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_D1.rds
0.3,0.03,17.28523317145258,0.008001594760842598,1.7313770855429102e-4,2208,MB,1946,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_D1.rds
0.9,0.005,18.5242024251136,0.008449535190658218,5.9950758994450386e-5,2208,MB,1946,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_D1.rds
0.9,0.15,6.6151697084826475,0.0031829911304835892,1.8699035671427403e-4,2208,MB,1946,A1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MB_1946_A1_D1.rds
0,0.005,74.30562474509533,0.03577210497901502,0.002119195221272572,2208,MS,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_A1.rds
0,0.15,11.584111552084272,0.00522880674481443,-1.762058855707001e-5,2208,MS,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_A1.rds
0.3,0.03,-20.100203848290345,-0.009498226911219033,-3.948737190585482e-4,2208,MS,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_A1.rds
0.9,0.005,-53.10212347500856,-0.024850804709770056,-8.009299475379184e-4,2208,MS,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_A1.rds
0.9,0.15,3.9543772296299915,0.0016552194082590113,-1.357123080589201e-4,2208,MS,1946,A1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_A1.rds
0,0.005,55.71674767363359,0.027570665572079975,0.0023366312996009934,2208,MS,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_B1.rds
0,0.15,33.70450861635089,0.015551674578215938,2.869514729845549e-4,2208,MS,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_B1.rds
0.3,0.03,13.295617309550085,0.006056606098637278,3.504028815263803e-5,2208,MS,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_B1.rds
0.9,0.005,-7.2573385775267605,-0.003534060011901098,-2.472218880212238e-4,2208,MS,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_B1.rds
0.9,0.15,24.065964657243274,0.010966368506180555,6.692799112472258e-5,2208,MS,1946,A1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_B1.rds
0,0.005,71.4977587829458,0.03446507118511346,0.002083839852257572,2208,MS,1946,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_Eldo.rds
0,0.15,26.450596926074738,0.012111692510765989,1.3225549714518357e-4,2208,MS,1946,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_Eldo.rds
0.3,0.03,1.7040020228363897,5.970446087048398e-4,-1.74695437869612e-4,2208,MS,1946,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_Eldo.rds
0.9,0.005,-26.011745698991817,-0.012300230383407676,-5.195484545164559e-4,2208,MS,1946,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_Eldo.rds
0.9,0.15,15.956484798034701,0.007216787370907994,-9.881468781634856e-6,2208,MS,1946,A1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/F/eb_results_MS_1946_A1_Eldo.rds
0,0.005,57.55865492866522,0.0284245358026094,0.002356304403757397,2208,MB,1946,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/M/eb_results_MB_1946_A1_A1.rds
0,0.15,5.5204784479782845,0.0024880961350075147,-1.2120553388446396e-5,2208,MB,1946,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/M/eb_results_MB_1946_A1_A1.rds
0.3,0.03,-24.88508355546603,-0.011707979854281797,-4.3756157734971865e-4,2208,MB,1946,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/M/eb_results_MB_1946_A1_A1.rds
0.9,0.005,-53.53085140027169,-0.025140585040006973,-8.965400217679807e-4,2208,MB,1946,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/M/eb_results_MB_1946_A1_A1.rds
0.9,0.15,3.8646091625986174,0.0016023758814099544,-1.4790000744811495e-4,2208,MB,1946,A1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/M/eb_results_MB_1946_A1_A1.rds
0,0.005,43.5954681244873,0.022356781093900057,0.002612456762157624,2208,MB,1946,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/M/eb_results_MB_1946_A1_B1.rds
0,0.15,28.1477322027887,0.013081916760171093,3.3384963934287806e-4,2208,MB,1946,A1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/1946/M/eb_results_MB_1946_A1_B1.rds
