species,year,site_orig,site_clim,sex,year_period,sun_ground,sun_high_veg,partial_shade_low_veg,full_shade_ground,full_shade_high_veg
MB,2012,B1,D1,F,contemporary,31.648134998043297,-21.254025226530366,-73.59089611291843,-128.28869220275342,-23.28302461719099
MS,2012,B1,A1,F,contemporary,-232.48996182746677,94.78462753729487,-201.64882276218674,-245.72574155162948,-127.01178930594615
MS,2012,B1,B1,F,contemporary,NA,85.9479807860214,-137.64809031743076,NA,-72.22034048035994
MS,2012,B1,Eldo,F,contemporary,NA,87.3967578640603,-118.13989791847197,NA,-61.44636950597362
MB,2012,B1,A1,M,contemporary,-164.5887166214387,60.93502654016047,-135.13756265973498,-170.90097721113187,-83.84936854143035
MB,2012,B1,B1,M,contemporary,NA,55.48323391029457,-89.27458554997374,NA,-45.183794884850606
MB,2012,B1,C1,M,contemporary,NA,37.18933154565984,-93.95757887038316,NA,-43.68845669696988
MB,2012,B1,D1,M,contemporary,29.631614731551334,-19.92849518893663,-69.1358858707584,-120.55528079850298,-21.831808623723326
MS,2012,B1,A1,M,contemporary,-158.63253991934494,64.1031535720545,-137.9691280469844,-167.77848758648878,-86.97390821311046
MS,2012,B1,B1,M,contemporary,NA,58.095404682177374,-94.25836415683789,NA,-49.39371635720627
MS,2012,B1,Eldo,M,contemporary,NA,58.77738015627772,-80.94362738626383,NA,-42.04673923345797
MB,2013,B1,A1,F,contemporary,-100.73285070468974,61.37264425278821,-66.00006313431204,-101.05447834240691,-29.93907515167583
MB,2013,B1,B1,F,contemporary,NA,58.70099754932097,-67.47215116611288,NA,-25.26077966621028
MB,2013,B1,C1,F,contemporary,NA,37.49158595644883,-24.517796292397932,NA,4.510826713052295
MB,2013,B1,D1,F,contemporary,31.458479553642622,19.368418305302534,8.832146747321648,-11.373476206957951,10.07202888591597
MS,2013,B1,A1,F,contemporary,-144.29891999442808,91.0831226380063,-96.74345975526654,-144.23387512739188,-47.09728729123614
MS,2013,B1,B1,F,contemporary,NA,85.94945619159654,-99.91438310986464,NA,-41.405790265812165
MS,2013,B1,Eldo,F,contemporary,NA,81.95620246845274,-96.06619938544645,NA,-42.39489235921506
MB,2013,B1,A1,M,contemporary,-94.71006964233072,57.53460837538883,-62.05013310559025,-95.0020900862527,-28.137032974397187
MB,2013,B1,B1,M,contemporary,NA,55.03120865006922,-63.42518292831147,NA,-23.724346862547343
MB,2013,B1,C1,M,contemporary,NA,35.09123823716191,-23.017703146091012,NA,4.279286393342996
MB,2013,B1,D1,M,contemporary,29.451876121218138,18.240253227638213,8.35274483320084,-10.63937855141254,9.492517398076835
MS,2013,B1,A1,M,contemporary,-98.8989152374364,61.59228105843841,-66.29683842790658,-98.80153092494305,-32.240171408253055
MS,2013,B1,B1,M,contemporary,NA,58.109917848751095,-68.43046636382638,NA,-28.274463945214343
MS,2013,B1,Eldo,M,contemporary,NA,54.94933067271702,-65.80216729780749,NA,-28.971437132336295
MB,2014,B1,A1,F,contemporary,-187.31413573530796,49.59360166443389,-172.04070892126185,-197.23286843626013,-126.74728464398693
MB,2014,B1,B1,F,contemporary,NA,49.30537024169281,-101.45140028729952,NA,-64.51724473540217
MB,2014,B1,C1,F,contemporary,NA,29.94236344256819,-124.19523798767031,NA,-69.33178142450515
MB,2014,B1,D1,F,contemporary,23.999872698936972,2.5090125177607883,-13.292860167438835,-32.26717975522177,1.1401563217656967
MS,2014,B1,A1,F,contemporary,-236.84054325172198,75.86843632769212,-235.70976518437456,-260.0333323955109,-177.57922354954113
MS,2014,B1,B1,F,contemporary,NA,73.10604961235848,-145.74956399017583,NA,-95.16244133188945
MS,2014,B1,Eldo,F,contemporary,NA,64.97925035923991,-196.8746179562133,NA,-143.18153122405494
MB,2014,B1,A1,M,contemporary,-175.89808767124663,46.47514101988485,-161.6609406272315,-185.26732287928226,-119.13224161926526
MB,2014,B1,B1,M,contemporary,NA,46.20751628556556,-95.35665533521379,NA,-60.627263085059425
MB,2014,B1,C1,M,contemporary,NA,27.98155158200087,-116.7197308000486,NA,-65.13942291333427
MB,2014,B1,D1,M,contemporary,22.450126347327693,2.4155864704249215,-12.436033857474369,-30.275016211841084,1.1285291311287533
MS,2014,B1,A1,M,contemporary,-161.12032111872963,51.24747579586343,-161.04721067716392,-177.27419660521696,-121.51060814211242
MS,2014,B1,B1,M,contemporary,NA,49.360101216954796,-99.75312122124153,NA,-65.07450483149329
MS,2014,B1,Eldo,M,contemporary,NA,42.03576489755255,-134.81915712763202,NA,-97.97221676001811
MB,2015,B1,A1,F,contemporary,-157.74658847977508,57.526282103194674,-189.56697115690494,-191.39198212241436,-160.4555293587818
MB,2015,B1,B1,F,contemporary,NA,55.567736231033024,-102.74871514731367,NA,-70.84463491963004
MB,2015,B1,C1,F,contemporary,NA,34.90270090389307,-112.99054038290215,NA,-67.65963065232937
MB,2015,B1,D1,F,contemporary,28.221652279378173,-18.798566278070222,-51.308591821460055,-85.88912079319189,-18.354141199121475
MS,2015,B1,A1,F,contemporary,-112.09783920131476,86.68588025673957,-244.3580537020115,-216.17745215264785,-221.27629623408515
MS,2015,B1,B1,F,contemporary,NA,81.2640019501988,-147.86660659035175,NA,-103.24454363432996
MS,2015,B1,Eldo,F,contemporary,NA,78.17923053800108,-225.91703294415413,NA,-168.78497586765494
MB,2015,B1,A1,M,contemporary,-147.86924469174303,53.92677783445302,-178.04260650580343,-179.63813358346417,-150.7978267111704
