species,year,site_orig,site_clim,sex,year_period,sun_ground,sun_high_veg,partial_shade_low_veg,full_shade_ground,full_shade_high_veg
MB,1949,A1,C1,M,historical,49.240701264725736,28.352211623967698,9.224839489703252,-13.73798084986897,17.16107288391181
MB,1949,A1,D1,M,historical,22.3108775711354,13.239584107850993,14.249631970660513,15.125317333941691,5.0382636433185555
MS,1949,A1,A1,M,historical,59.24889648857746,21.36772012319611,2.763526082717008,-16.218618359804577,12.525953394288829
MS,1949,A1,B1,M,historical,48.25399755717976,27.93830346533269,9.918603153488169,-8.651409267649777,17.306120766096598
MS,1949,A1,Eldo,M,historical,58.99608581747264,5.451365314877307,-26.967112432321986,-61.50436920637409,-2.027387751549558
MB,1950,A1,A1,F,historical,60.899171175339546,-104.04929613129268,-141.71147666004256,-158.75428134139207,-103.98036233688568
MB,1950,A1,B1,F,historical,47.92464511075548,-70.29214303808806,-120.79697826699008,-149.47876337390372,-74.18485934707124
MB,1950,A1,C1,F,historical,52.55152839205699,-54.87996149096102,-108.60063487822678,-148.05826842874293,-54.352349429114895
MB,1950,A1,D1,F,historical,25.563879318005387,-9.311170893210008,-54.15153197360813,-101.57519148280174,-9.128532542705686
MS,1950,A1,A1,F,historical,86.16636845670611,-128.0521621410877,-203.52087845189533,-261.60299609948777,-125.92505069902711
MS,1950,A1,B1,F,historical,67.59125897408381,-73.12277700230815,-152.15303060978462,-221.16842118336362,-83.6150611812099
MS,1950,A1,Eldo,F,historical,84.52731920318196,-100.27059516394183,-186.80234384275138,-258.8916834978053,-105.29666187603206
MB,1950,A1,A1,M,historical,57.045239558697745,-97.79458655443752,-133.1389143290746,-149.05099910774527,-97.72714659149516
MB,1950,A1,B1,M,historical,44.774247959793364,-66.08236635395802,-113.53528061587879,-140.41394407419153,-69.71249475691516
MB,1950,A1,C1,M,historical,49.22105566812974,-51.554786126480735,-102.05010154890665,-139.0988060383676,-51.04791279354812
MB,1950,A1,D1,M,historical,23.91267391352401,-8.679123838607326,-50.84204640500631,-95.4296344695431,-8.502991804647799
MS,1950,A1,A1,M,historical,58.05190067255065,-87.5286263870429,-139.07706301711545,-178.55446183285218,-86.04732397039899
MS,1950,A1,B1,M,historical,44.98421744784178,-49.95389767006792,-104.02530532538759,-151.07889212386326,-57.034441625598724
MS,1950,A1,Eldo,M,historical,56.96493829624582,-68.49609523225229,-127.65336588634386,-176.71798783473542,-71.90552177552759
MB,1951,A1,A1,F,historical,58.681282749640026,24.07547070335237,21.855346422487205,20.21444475042828,17.436941939281954
MB,1951,A1,B1,F,historical,48.97027341283413,40.18511922799509,35.823694503631955,32.0417685618804,30.091870049948866
MB,1951,A1,C1,F,historical,52.03248500541112,38.09627247788773,38.726907501060815,35.36503478971107,20.954997946281043
MB,1951,A1,D1,F,historical,19.87651780449193,13.19209408434714,13.821284808327796,14.288762136139454,6.1144056556444015
MS,1951,A1,A1,F,historical,82.51944583457725,30.51380056394043,26.540957310707213,22.321075727661327,18.13580108522749
MS,1951,A1,B1,F,historical,69.85094904901993,50.90239445568131,46.40624134016887,41.343980198313666,32.958596017329725
MS,1951,A1,Eldo,F,historical,78.62074089696766,44.62065267776106,45.60826803404259,43.87840177633283,29.17506747804438
