shade,height,total_net_gains,avg_gains,avg_losses,hours,species,year,site_orig,site_clim,sex,year_period,filepath
NA,NA,21.420211107344432,0.011649790101380751,0.0019442118923438535,2207,MB,2024,A1,C1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MB_2024_A1_C1.rds
0,0.01,17.08594087510874,0.009698265353687828,0.0019565612870323054,2207,MB,2024,A1,D1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MB_2024_A1_D1.rds
0,0.15,13.585892065762945,0.0077386580451030374,0.0015828392568099047,2207,MB,2024,A1,D1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MB_2024_A1_D1.rds
0.3,0.03,13.795519066218475,0.007844356127117877,0.001593554556561251,2207,MB,2024,A1,D1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MB_2024_A1_D1.rds
0.8,0.01,9.18520281849211,0.005485646517975853,0.0013237965775625715,2207,MB,2024,A1,D1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MB_2024_A1_D1.rds
0.8,0.15,6.129510768222928,0.003995965441233193,0.0012186610605250245,2207,MB,2024,A1,D1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MB_2024_A1_D1.rds
NA,NA,17.50569157122817,0.009670188794123704,0.001738294108474329,2207,MB,2024,A1,D1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MB_2024_A1_D1.rds
0,0.01,18.065674460793105,0.01034787048820114,0.00216224544932796,2207,MS,2024,A1,A1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_A1.rds
0,0.15,13.376933595346246,0.007885753440233149,0.0018246145207287338,2207,MS,2024,A1,A1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_A1.rds
0.3,0.03,13.578269479369599,0.007974560990902442,0.001822196025170861,2207,MS,2024,A1,A1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_A1.rds
0.8,0.01,8.450316853157128,0.0053759890715708155,0.0015471187257814507,2207,MS,2024,A1,A1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_A1.rds
0.8,0.15,5.833543601491752,0.004101334448041315,0.0014581339036408832,2207,MS,2024,A1,A1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_A1.rds
NA,NA,14.13500092675462,0.00824025853629904,0.0018356364580232722,2207,MS,2024,A1,A1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_A1.rds
0,0.01,13.32982740140282,0.007838689454060804,0.0017988945281873013,2207,MS,2024,A1,B1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_B1.rds
0,0.15,9.149141174082331,0.005737777456623856,0.0015922671829118804,2207,MS,2024,A1,B1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_B1.rds
0.3,0.03,9.00034240287835,0.005647148614282128,0.0015690596233993242,2207,MS,2024,A1,B1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_B1.rds
0.8,0.01,5.03064216419653,0.003642884711490882,0.0013634818278495003,2207,MS,2024,A1,B1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_B1.rds
0.8,0.15,3.5979449546615245,0.0029592399209379195,0.001328997530968946,2207,MS,2024,A1,B1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_B1.rds
NA,NA,11.459481332252345,0.006880923523679506,0.001688589435663037,2207,MS,2024,A1,B1,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_B1.rds
0,0.01,18.196246833474454,0.010586484927476469,0.0023416970554898564,2207,MS,2024,A1,Eldo,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_Eldo.rds
0,0.15,15.399851758828218,0.008954636234801664,0.0019769054877113983,2207,MS,2024,A1,Eldo,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_Eldo.rds
0.3,0.03,15.428788527824663,0.008963532397289664,0.00197269029134283,2207,MS,2024,A1,Eldo,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_Eldo.rds
0.8,0.01,10.280420397493836,0.006325734896730065,0.0016676377524193096,2207,MS,2024,A1,Eldo,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_Eldo.rds
0.8,0.15,7.62960611659956,0.0050297310956427844,0.00157272787108476,2207,MS,2024,A1,Eldo,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_Eldo.rds
NA,NA,15.094524757638196,0.008751181727231773,0.0019117957926426503,2207,MS,2024,A1,Eldo,M,contemporary,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/A1/2024/M/eb_results_MS_2024_A1_Eldo.rds
0,0.01,17.3182208876053,0.00976310927811104,0.0019161582642436645,2207,MB,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_A1.rds
0,0.15,12.602651495254582,0.007253739013433302,0.0015434302253705093,2207,MB,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_A1.rds
0.3,0.03,13.162425581195999,0.007531661297799308,0.0015677167662197895,2207,MB,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_A1.rds
0.8,0.01,8.60867873419742,0.005222914808019045,0.001322290098369104,2207,MB,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_A1.rds
0.8,0.15,5.462419364456815,0.003680773907341387,0.0012057311504511223,2207,MB,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_A1.rds
NA,NA,27.409614067524018,0.014834769595638482,0.002415370380629865,2207,MB,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_A1.rds
0,0.01,13.750283533038939,0.007822694948440116,0.001592389768087177,2207,MB,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_B1.rds
0,0.15,9.039819156531482,0.005441546988621865,0.001345570932196182,2207,MB,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_B1.rds
0.3,0.03,9.362573384158964,0.0055922789791635836,0.0013500617683983073,2207,MB,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_B1.rds
0.8,0.01,5.575359617814938,0.003689215428710847,0.0011629990182826923,2207,MB,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_B1.rds
0.8,0.15,3.461176343077179,0.002665381637642072,0.001097109619936055,2207,MB,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_B1.rds
NA,NA,18.451627270204455,0.010230932820921067,0.00187043111262725,2207,MB,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_B1.rds
0,0.01,16.04384891944174,0.00904098313610354,0.001771454853619743,2207,MB,1950,B1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_C1.rds
0,0.15,10.197349100077739,0.005954868265077715,0.0013344110380375082,2207,MB,1950,B1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_C1.rds
0.3,0.03,11.242896716957345,0.006477736679111491,0.0013835378948082087,2207,MB,1950,B1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_C1.rds
0.8,0.01,6.482074719891424,0.0040711460730631895,0.0011340936399451907,2207,MB,1950,B1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_C1.rds
0.8,0.15,2.734586738765727,0.0022228003584508402,9.837488229883448e-4,2207,MB,1950,B1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_C1.rds
NA,NA,25.210706483555562,0.013627913624127625,0.0022048477049814714,2207,MB,1950,B1,C1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_C1.rds
0,0.01,11.499645540480206,0.006643099228209264,0.0014325665863967566,2207,MB,1950,B1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_D1.rds
0,0.15,6.590844985237288,0.0041383454314924285,0.0011520087820872235,2207,MB,1950,B1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_D1.rds
0.3,0.03,7.133834123222571,0.004400876045296803,0.001168508975417977,2207,MB,1950,B1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_D1.rds
0.8,0.01,3.490905728800575,0.0025600531901697533,9.78310675987345e-4,2207,MB,1950,B1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_D1.rds
0.8,0.15,1.1892147828766788,0.0014333429009484246,8.945052104741705e-4,2207,MB,1950,B1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_D1.rds
NA,NA,15.732863161038814,0.008780610129876564,0.0016519906640683098,2207,MB,1950,B1,D1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MB_1950_B1_D1.rds
0,0.01,29.37061061412898,0.01511190048059096,0.0018039663554758809,2207,MS,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_A1.rds
0,0.15,20.80698933426225,0.010890905494264667,0.0014631803767919662,2207,MS,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_A1.rds
0.3,0.03,21.765215581168512,0.01134707532538994,0.001485174291783908,2207,MS,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_A1.rds
0.8,0.01,13.833924569396602,0.007526577785377418,0.0012583745368968551,2207,MS,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_A1.rds
0.8,0.15,8.586598415094741,0.005041679722366012,0.0011510596883403028,2207,MS,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_A1.rds
NA,NA,29.77404401254655,0.015194447380236557,0.0017037160650817983,2207,MS,1950,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_A1.rds
0,0.01,22.82847022560435,0.011850171220627896,0.0015065055089811582,2207,MS,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_B1.rds
0,0.15,14.563409840266276,0.007878817388392972,0.0012800816202614466,2207,MS,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_B1.rds
0.3,0.03,15.150663335514166,0.008148687334875719,0.0012838647995272066,2207,MS,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_B1.rds
0.8,0.01,8.852184723020608,0.005121278884234346,0.0011103206952807411,2207,MS,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_B1.rds
0.8,0.15,5.476411834089534,0.003531089948880834,0.001049707151377647,2207,MS,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_B1.rds
NA,NA,23.368415260746456,0.012099895315061376,0.0015115784773874039,2207,MS,1950,B1,B1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_B1.rds
0,0.01,29.317621451764634,0.015179138008655267,0.0018952134722870603,2207,MS,1950,B1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_Eldo.rds
0,0.15,22.666889488488103,0.01182592408291649,0.0015554712109236942,2207,MS,1950,B1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_Eldo.rds
0.3,0.03,23.34346086165424,0.012145763735354207,0.001568753829756454,2207,MS,1950,B1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_Eldo.rds
0.8,0.01,15.527508476494694,0.008369268052182709,0.0013336955662313298,2207,MS,1950,B1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_Eldo.rds
0.8,0.15,10.60052149829099,0.006031387261946105,0.0012282511050403543,2207,MS,1950,B1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_Eldo.rds
NA,NA,31.176763259287387,0.015890514291879133,0.001764205610733966,2207,MS,1950,B1,Eldo,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/F/eb_results_MS_1950_B1_Eldo.rds
0,0.01,20.138411349864665,0.011040948182623666,0.0019161582642436645,2207,MB,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_A1.rds
0,0.15,14.697980452318273,0.008203140443910732,0.0015434302253705093,2207,MB,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_A1.rds
0.3,0.03,15.33803570210732,0.008517438425534388,0.0015677167662197895,2207,MB,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_A1.rds
0.8,0.01,10.11737991813197,0.005906512988324686,0.001322290098369104,2207,MB,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_A1.rds
0.8,0.15,6.525654771489534,0.004162529868842393,0.0012057311504511223,2207,MB,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_A1.rds
NA,NA,19.201790627908387,0.010414358092380104,0.0017139545455253746,2207,MB,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_A1.rds
0,0.01,16.009962192194926,0.008846563847015553,0.001592389768087177,2207,MB,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_B1.rds
0,0.15,10.611674851279654,0.0061537607152861926,0.001345570932196182,2207,MB,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_B1.rds
0.3,0.03,10.977969810652931,0.006324221175128227,0.0013500617683983073,2207,MB,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_B1.rds
0.8,0.01,6.641033458893098,0.00417207625384821,0.0011629990182826923,2207,MB,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_B1.rds
0.8,0.15,4.231103592545986,0.003014238569888926,0.001097109619936055,2207,MB,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_B1.rds
NA,NA,15.492889828040859,0.008558274968484167,0.0015383883223396904,2207,MB,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_B1.rds
0,0.01,18.655444639982537,0.01022430697866847,0.001771454853619743,2207,MB,1950,B1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_C1.rds
0,0.15,11.917483762795802,0.006734267749770994,0.0013344110380375082,2207,MB,1950,B1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_C1.rds
0.3,0.03,13.114068152108223,0.007325571493407313,0.0013835378948082087,2207,MB,1950,B1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_C1.rds
0.8,0.01,7.658073779070129,0.004603995669428711,0.0011340936399451907,2207,MB,1950,B1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_C1.rds
0.8,0.15,3.3766691114852736,0.0025137302962485505,9.837488229883448e-4,2207,MB,1950,B1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_C1.rds
NA,NA,17.844080069069488,0.009655453164601785,0.001570233377982171,2207,MB,1950,B1,C1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_C1.rds
0,0.01,13.418583918568617,0.007512577423990149,0.0014325665863967566,2207,MB,1950,B1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_D1.rds
0,0.15,7.786255379915124,0.004679990376974003,0.0011520087820872235,2207,MB,1950,B1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_D1.rds
0.3,0.03,8.405079614283292,0.0049768821581471535,0.001168508975417977,2207,MB,1950,B1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_D1.rds
0.8,0.01,4.230407601014617,0.0028951242695598946,9.78310675987345e-4,2207,MB,1950,B1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_D1.rds
0.8,0.15,1.603252961007572,0.001620945156558254,8.945052104741705e-4,2207,MB,1950,B1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_D1.rds
NA,NA,12.9500886033467,0.007221082476200676,0.0013533486278333449,2207,MB,1950,B1,D1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MB_1950_B1_D1.rds
0,0.01,18.04229176144835,0.009978996605339203,0.0018039663554758809,2207,MS,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_A1.rds
0,0.15,12.642850734229807,0.007191703591214171,0.0014631803767919662,2207,MS,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_A1.rds
0.3,0.03,13.259118846578628,0.007492930905548579,0.001485174291783908,2207,MS,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_A1.rds
0.8,0.01,8.191783587078278,0.004970102487544013,0.0012583745368968551,2207,MS,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_A1.rds
0.8,0.15,4.807209084056538,0.003329224203091793,0.0011510596883403028,2207,MS,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_A1.rds
NA,NA,15.23216243840116,0.008447744763118801,0.001545994677753527,2207,MS,1950,B1,A1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_A1.rds
0,0.01,13.94523821791958,0.007825145390231535,0.0015065055089811582,2207,MS,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_B1.rds
0,0.15,8.657219836408485,0.005202700485874716,0.0012800816202614466,2207,MS,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_B1.rds
0.3,0.03,9.042170993413814,0.005380906482088971,0.0012838647995272066,2207,MS,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_B1.rds
0.8,0.01,5.013125551831673,0.0033817867359838103,0.0011103206952807411,2207,MS,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_B1.rds
0.8,0.15,2.8294044050905334,0.002331720928038514,0.001049707151377647,2207,MS,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_B1.rds
NA,NA,12.39001319672916,0.007030058495355266,0.0014160969200362084,2207,MS,1950,B1,B1,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_B1.rds
0,0.01,17.938899398126136,0.010023396253495095,0.0018952134722870603,2207,MS,1950,B1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_Eldo.rds
0,0.15,13.801833838410534,0.007809134028508893,0.0015554712109236942,2207,MS,1950,B1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_Eldo.rds
0.3,0.03,14.238644132604604,0.008020337034380199,0.001568753829756454,2207,MS,1950,B1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_Eldo.rds
0.8,0.01,9.253662431753437,0.005526564814873576,0.0013336955662313298,2207,MS,1950,B1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_Eldo.rds
0.8,0.15,6.0792186935857835,0.003982767957593949,0.0012282511050403543,2207,MS,1950,B1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_Eldo.rds
NA,NA,16.049490754129792,0.008875386123825869,0.0016033015048273218,2207,MS,1950,B1,Eldo,M,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1950/M/eb_results_MS_1950_B1_Eldo.rds
0,0.01,16.744306824005296,0.009450622590680779,0.0018637141973843153,2207,MB,1951,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1951/F/eb_results_MB_1951_B1_A1.rds
0,0.15,11.951568253839072,0.0069359188114445445,0.0015206182886357213,2207,MB,1951,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1951/F/eb_results_MB_1951_B1_A1.rds
0.3,0.03,12.563052876327683,0.007238130539516266,0.0015457640346102021,2207,MB,1951,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1951/F/eb_results_MB_1951_B1_A1.rds
0.8,0.01,8.267888690329091,0.005064407159359081,0.00131819570021586,2207,MB,1951,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1951/F/eb_results_MB_1951_B1_A1.rds
0.8,0.15,5.3745483972862935,0.0036420408706625495,0.0012068127794589727,2207,MB,1951,B1,A1,F,historical,C:/Users/jmsmi/OneDrive/Documents/GitHub/EB_Ch1/output/results/B1/1951/F/eb_results_MB_1951_B1_A1.rds
