species,year,site_orig,site_clim,sex,year_period,sun_h_0.01,sun_high_veg,partial_shade_low_veg,shade_0.8_h_0.01,shade_0.8_high_veg,shade_NA_h_NA
MB,1952,A1,A1,F,historical,14.9851815772852,12.135260358602812,11.499188482283571,7.199996615879562,6.644916908821395,19.35001101872412
MB,1952,A1,B1,F,historical,12.578231107580018,9.454934859326517,9.029758628021668,5.365251649830549,4.670251012021034,14.620893564288219
MB,1952,A1,C1,F,historical,10.178523634200253,6.631497295103484,6.017045677844904,2.3205367380150155,1.72112472237624,11.092498339334814
MB,1952,A1,D1,F,historical,8.884217687823226,5.762741377513812,5.226405862657791,2.0254315661977165,1.4546311464672586,9.834365502428392
MS,1952,A1,A1,F,historical,18.526781484912764,12.72524350184201,11.922097000724852,6.062948569362788,5.083752216873492,19.613825889172684
MS,1952,A1,B1,F,historical,14.387715753898414,8.94381758187417,8.530015041188124,4.059527697652667,3.049648347193165,14.715999446957776
MS,1952,A1,Eldo,F,historical,21.858466605087358,16.77802861201469,15.549753643471867,8.735540132200478,8.027009119452439,23.153452252956065
MB,1952,A1,A1,M,historical,17.469446648806656,14.19066839843015,13.458623423185822,8.531195137528368,7.905131217975391,17.539632777443675
MB,1952,A1,B1,M,historical,14.692927416684896,11.112007890671075,10.622592421858656,6.425631080498936,5.639081588551798,14.696015925859369
MB,1952,A1,C1,M,historical,11.910788779270035,7.855001422721513,7.148100214881506,2.915169779983584,2.2399238064652334,11.815171836131581
MB,1952,A1,D1,M,historical,10.431708556576583,6.864397646991636,6.246456347309102,2.5795719523127647,1.93729732232689,10.34082471196375
MS,1952,A1,A1,M,historical,11.00556388283845,7.301361403693427,6.8005099581317525,3.0824345572767693,2.431448573932203,9.769559285522543
MS,1952,A1,B1,M,historical,8.397596257685198,4.913966945848324,4.660751125934757,1.830650786911822,1.1646734902530609,7.682938975594814
MS,1952,A1,Eldo,M,historical,13.079189173247864,9.852946804006066,9.081017475711386,4.752695694074554,4.2725427150427056,11.370627098453152
MB,1953,A1,A1,F,historical,14.197003900585413,11.279527566738595,10.593222611395696,6.31284084841639,6.030232538486661,17.084006532202135
MB,1953,A1,B1,F,historical,11.72336144233312,8.667958661222402,8.148621923102638,4.435519094537159,4.0788315236260235,12.16739234925184
MB,1953,A1,C1,F,historical,9.587504502885984,6.329393091272137,5.656212243175581,2.0862999013141112,1.7108214921355047,9.752202271987093
MB,1953,A1,D1,F,historical,8.241578168577364,5.451327063371961,4.794114359319963,1.6392629183288452,1.3812123774289082,8.327658876844069
MS,1953,A1,A1,F,historical,16.591596422142896,11.234749409365548,10.304003365277797,4.821144960134021,4.367656019592257,17.63418940668245
