species,year,site_orig,site_clim,sex,year_period,sun_h_0.01,sun_high_veg,partial_shade_low_veg,shade_0.8_h_0.01,shade_0.8_high_veg,shade_NA_h_NA
MS,2022,A1,B1,M,contemporary,13.58639349,8.938117232,8.972631866,4.959671907,3.330413691,11.4162743
MS,2022,A1,Eldo,M,contemporary,17.58845046,14.46969855,14.6030524,9.705409564,7.019679706,14.72940306
MB,2023,A1,A1,F,contemporary,18.21648185,14.69217931,15.08176671,11.1554566,8.482915182,28.3436776
MB,2023,A1,B1,F,contemporary,15.83403919,11.93638835,12.12695092,8.316057597,6.366799269,21.00939169
MB,2023,A1,C1,F,contemporary,16.59538799,12.36015884,13.03052628,8.804518715,5.40245229,25.85131856
MB,2023,A1,D1,F,contemporary,12.62289478,9.032361059,9.253751423,5.589521202,3.491555413,17.10506239
MS,2023,A1,A1,F,contemporary,25.92031059,17.52411427,18.30194028,11.35251005,7.422851562,25.91861819
MS,2023,A1,B1,F,contemporary,20.0871005,12.55834906,12.85257654,7.27261269,4.861184647,21.06845758
MS,2023,A1,Eldo,F,contemporary,25.25351339,19.14909819,19.62222395,12.99634242,9.250207596,26.69343878
MB,2023,A1,A1,M,contemporary,21.22823653,17.13705202,17.58339193,13.06661192,10.01152896,21.10130932
MB,2023,A1,B1,M,contemporary,18.44048739,13.96159575,14.17689314,9.807453492,7.584918968,18.32665806
MB,2023,A1,C1,M,contemporary,19.35353741,14.43899646,15.20908988,10.3503466,6.460904764,19.33441362
MB,2023,A1,D1,M,contemporary,14.76264141,10.62048379,10.87280966,6.666020916,4.270999408,14.90699809
MS,2023,A1,A1,M,contemporary,15.64893161,10.34460642,10.84519864,6.431735732,3.911784302,12.39755199
MS,2023,A1,B1,M,contemporary,12.01020244,7.200832368,7.395735521,3.848545283,2.297739856,10.41216666
MS,2023,A1,Eldo,M,contemporary,15.13414568,11.34336468,11.64739486,7.455746395,5.054013967,12.93891545
MB,2024,A1,A1,F,contemporary,20.17194427,17.73241135,17.71113677,13.52079059,11.24566827,33.87898108
MB,2024,A1,B1,F,contemporary,17.05404269,14.16453966,13.89146035,9.844101638,8.445418352,23.47080914
MB,2024,A1,C1,F,contemporary,18.35048546,14.52505278,15.05707061,10.52812594,6.928923965,29.82855079
MB,2024,A1,D1,F,contemporary,14.60871202,11.60920589,11.79183442,7.784003598,5.108820929,23.22085797
MS,2024,A1,A1,F,contemporary,29.81274493,22.32896884,22.6311205,14.55322687,10.48944501,29.89897581
MS,2024,A1,B1,F,contemporary,22.22843485,15.66275924,15.41107713,9.166103993,6.957322126,23.0734683
MS,2024,A1,Eldo,F,contemporary,30.21419629,25.5653001,25.60433594,17.46149729,13.33943846,31.78529057
MB,2024,A1,A1,M,contemporary,23.50688503,20.6362965,20.61158237,15.7826904,13.18046387,23.57495994
MB,2024,A1,B1,M,contemporary,19.86136611,16.52543297,16.20914642,11.56498797,9.971769581,19.93412908
MB,2024,A1,C1,M,contemporary,21.38805166,16.92625374,17.53861636,12.32768107,8.21358489,21.42021111
MB,2024,A1,D1,M,contemporary,17.08594088,13.58589207,13.79551907,9.185202818,6.129510768,17.50569157
MS,2024,A1,A1,M,contemporary,18.06567446,13.3769336,13.57826948,8.450316853,5.833543601,14.13500093
MS,2024,A1,B1,M,contemporary,13.3298274,9.149141174,9.000342403,5.030642164,3.597944955,11.45948133
MS,2024,A1,Eldo,M,contemporary,18.19624683,15.39985176,15.42878853,10.2804204,7.629606117,15.09452476
MB,1950,B1,A1,F,historical,17.31822089,12.6026515,13.16242558,8.608678734,5.462419364,27.40961407
MB,1950,B1,B1,F,historical,13.75028353,9.039819157,9.362573384,5.575359618,3.461176343,18.45162727
MB,1950,B1,C1,F,historical,16.04384892,10.1973491,11.24289672,6.48207472,2.734586739,25.21070648
MB,1950,B1,D1,F,historical,11.49964554,6.590844985,7.133834123,3.490905729,1.189214783,15.73286316
MS,1950,B1,A1,F,historical,29.37061061,20.80698933,21.76521558,13.83392457,8.586598415,29.77404401
MS,1950,B1,B1,F,historical,22.82847023,14.56340984,15.15066334,8.852184723,5.476411834,23.36841526
MS,1950,B1,Eldo,F,historical,29.31762145,22.66688949,23.34346086,15.52750848,10.6005215,31.17676326
MB,1950,B1,A1,M,historical,20.13841135,14.69798045,15.3380357,10.11737992,6.525654771,19.20179063
MB,1950,B1,B1,M,historical,16.00996219,10.61167485,10.97796981,6.641033459,4.231103593,15.49288983
MB,1950,B1,C1,M,historical,18.65544464,11.91748376,13.11406815,7.658073779,3.376669111,17.84408007
MB,1950,B1,D1,M,historical,13.41858392,7.78625538,8.405079614,4.230407601,1.603252961,12.9500886
MS,1950,B1,A1,M,historical,18.04229176,12.64285073,13.25911885,8.191783587,4.807209084,15.23216244
MS,1950,B1,B1,M,historical,13.94523822,8.657219836,9.042170993,5.013125552,2.829404405,12.3900132
MS,1950,B1,Eldo,M,historical,17.9388994,13.80183384,14.23864413,9.253662432,6.079218694,16.04949075
MB,1951,B1,A1,F,historical,16.74430682,11.95156825,12.56305288,8.26788869,5.374548397,25.78747769
MB,1951,B1,B1,F,historical,12.80899476,8.47522566,8.723189266,5.261319461,3.510398103,17.01596548
MB,1951,B1,C1,F,historical,14.93649981,9.455177227,10.30400556,5.997885037,2.846154201,22.96452405
MB,1951,B1,D1,F,historical,10.16333297,6.439943895,6.779445163,3.54879463,1.610771258,14.58857821
MS,1951,B1,A1,F,historical,28.44262389,19.74644648,20.8497374,13.29195437,8.498949215,28.48827214
MS,1951,B1,B1,F,historical,21.26058832,13.68744052,14.11460269,8.381929844,5.603354145,21.63795049
MS,1951,B1,Eldo,F,historical,27.75103822,22.13219104,22.96305061,15.92829141,10.82421396,30.03975054
MB,1951,B1,A1,M,historical,19.47423178,13.95509106,14.65387314,9.730803051,6.426595305,18.42879042
MB,1951,B1,B1,M,historical,14.93214657,9.96861603,10.24988003,6.285323268,4.288504817,14.44569191
MB,1951,B1,C1,M,historical,17.38177853,11.07377311,12.04458071,7.109250883,3.50798672,16.77677454
MB,1951,B1,D1,M,historical,11.90265867,7.619044667,8.005909187,4.300026123,2.087520281,11.68105275
MS,1951,B1,A1,M,historical,17.46512739,11.95827752,12.66958229,7.836550039,4.748600816,14.5775709
MS,1951,B1,B1,M,historical,12.94143944,8.089740202,8.369937009,4.703834993,2.90906545,11.50645854
MS,1951,B1,Eldo,M,historical,16.89243582,13.44435394,13.97410497,9.506157223,6.221826381,15.24037076
MB,1952,B1,A1,F,historical,17.68866221,14.52991645,14.56961933,10.43956135,7.602745024,29.47195038
MB,1952,B1,B1,F,historical,14.15114235,10.95326786,10.85647585,7.264895986,5.283298044,20.8634531
MB,1952,B1,C1,F,historical,15.62395064,11.30522576,12.05263422,7.68537308,3.909320852,26.63484035
MB,1952,B1,D1,F,historical,11.7771813,7.890530508,8.310169872,4.730743245,2.193018064,17.81462654
MS,1952,B1,A1,F,historical,29.90239466,23.87740374,24.02534562,16.71099223,12.07396563,31.99747136
MS,1952,B1,B1,F,historical,23.71441973,17.85006821,17.43341675,11.73147194,8.364839812,25.30958936
MS,1952,B1,Eldo,F,historical,30.105342,27.49255851,27.48626446,20.12319968,15.27015546,34.25225798
MB,1952,B1,A1,M,historical,20.62739617,16.9328412,16.98504728,12.23484194,8.988881604,20.6012008
MB,1952,B1,B1,M,historical,16.51962127,12.82188832,12.71416552,8.592800304,6.330681985,16.73510269
MB,1952,B1,C1,M,historical,18.22915621,13.20645987,14.06578596,9.051917583,4.734249702,18.54610019
MB,1952,B1,D1,M,historical,13.7754121,9.289452598,9.769628636,5.663711808,2.766685675,13.70885568
MS,1952,B1,A1,M,historical,18.22685491,14.53735939,14.61809547,9.978423461,7.00640544,16.38080131
MS,1952,B1,B1,M,historical,14.39570238,10.71575438,10.43693711,6.81500291,4.642078478,13.37799918
MS,1952,B1,Eldo,M,historical,18.21460311,16.80993375,16.78813864,12.14073854,9.038218558,17.60129303
MB,1953,B1,A1,F,historical,18.07447746,13.68877325,13.99514997,9.290881406,6.668697718,27.69152804
MB,1953,B1,B1,F,historical,14.43683379,10.13699143,10.17253878,6.1710143,4.525026789,19.32899471
MB,1953,B1,C1,F,historical,15.83217021,10.57768947,11.34628312,6.704213815,3.448398458,24.39918918
MB,1953,B1,D1,F,historical,10.8262063,7.017379118,7.256687826,3.710026759,1.812415064,14.75120131
MS,1953,B1,A1,F,historical,30.43526785,22.63686193,23.23085117,14.87271235,10.45956146,30.90831458
MS,1953,B1,B1,F,historical,24.13847688,16.35479405,16.43169717,9.719841723,7.090568976,24.575526
MS,1953,B1,Eldo,F,historical,30.0641631,24.80041859,24.95342379,17.14517142,12.93621791,32.54732088
MB,1953,B1,A1,M,historical,21.0075152,15.95444159,16.30313584,10.91025237,7.918954254,19.88552505
MB,1953,B1,B1,M,historical,16.80318955,11.88018315,11.91726822,7.335824741,5.461956378,16.23139797
MB,1953,B1,C1,M,historical,18.42165197,12.36746096,13.24689322,7.925245902,4.20649282,17.62482657
MB,1953,B1,D1,M,historical,12.66626219,8.288679976,8.560423545,4.494499682,2.330009497,12.5710373
MS,1953,B1,A1,M,historical,18.71086708,13.78277033,14.16994992,8.825461024,5.973107607,15.76287058
MS,1953,B1,B1,M,historical,14.76887991,9.772724931,9.831203315,5.534249484,3.827641828,12.9882486
MS,1953,B1,Eldo,M,historical,18.38142895,15.13226887,15.23138186,10.26144995,7.54335051,16.74645611
MB,1954,B1,A1,F,historical,18.3233882,14.83098281,14.82861157,10.11275804,7.829525306,29.45541559
MB,1954,B1,B1,F,historical,14.80553001,11.25731971,11.04882161,7.103274991,5.62752379,21.12238274
MB,1954,B1,C1,F,historical,16.03022136,11.36989229,11.98338341,7.316534978,4.088956299,24.99894823
MB,1954,B1,D1,F,historical,11.4005482,7.848318514,7.979140593,4.386145978,2.431934794,16.41377442
MS,1954,B1,A1,F,historical,30.56907426,24.72079575,24.80096383,16.33753198,12.34212133,31.42638892
MS,1954,B1,B1,F,historical,24.855713,18.41230735,18.10674799,11.36651296,8.860779015,25.19193876
MS,1954,B1,Eldo,F,historical,33.06419635,27.37703795,27.10473698,18.52521424,14.86802033,34.03093983
MB,1954,B1,A1,M,historical,21.30851626,17.2687361,17.26326913,11.85354195,9.25010691,20.34093888
MB,1954,B1,B1,M,historical,17.24074763,13.16808275,12.92522129,8.404986226,6.726326798,16.58148134
MB,1954,B1,C1,M,historical,18.66216187,13.27890164,13.98056078,8.628119126,4.942546873,18.0706737
MB,1954,B1,D1,M,historical,13.33441553,9.244392314,9.391322703,5.270271712,3.042180424,13.29295921
MS,1954,B1,A1,M,historical,18.75284617,15.10471009,15.16464908,9.759493389,7.171850729,16.0420459
MS,1954,B1,B1,M,historical,15.19355003,11.08112934,10.89662858,6.585863276,4.95413093,13.18830114
MS,1954,B1,Eldo,M,historical,20.33141524,16.78447019,16.61653374,11.14280206,8.7737133,17.36770185
MB,1955,B1,A1,F,historical,17.88356342,13.14751594,13.43175291,8.819411079,6.336772836,27.11267155
MB,1955,B1,B1,F,historical,14.1256718,9.809344889,9.865825313,6.072814147,4.399658497,18.56122626
MB,1955,B1,C1,F,historical,14.99201907,9.440910533,10.14363194,5.763514132,2.893726197,21.96315632
MB,1955,B1,D1,F,historical,11.68132124,7.27664253,7.647320221,3.923371255,1.772693078,16.33600893
MS,1955,B1,A1,F,historical,30.41404116,21.57625474,22.12479445,14.05817095,9.913779912,30.42659127
MS,1955,B1,B1,F,historical,23.51911592,15.80844807,15.92848828,9.618954086,6.912065143,24.11186252
MS,1955,B1,Eldo,F,historical,30.29698204,24.2194627,24.33866924,16.47316979,12.43955345,32.24522361
MB,1955,B1,A1,M,historical,20.77438145,15.33018155,15.65325599,10.36844634,7.536456431,19.67436521
MB,1955,B1,B1,M,historical,16.44544425,11.50282959,11.56401544,7.221082215,5.315188794,15.97806185
MB,1955,B1,C1,M,historical,17.43810783,11.06164726,11.86466161,6.846110959,3.568817403,16.57677757
MB,1955,B1,D1,M,historical,13.64058925,8.581960774,9.004043528,4.736131979,2.282064983,13.33773653
MS,1955,B1,A1,M,historical,18.73778875,13.11156093,13.47009971,8.308429677,5.63001651,15.60705894
MS,1955,B1,B1,M,historical,14.37408138,9.428498024,9.514433616,5.476731791,3.721994744,12.82334202
MS,1955,B1,Eldo,M,historical,18.57161139,14.776514,14.85505209,9.837919722,7.232732328,16.57873052
MB,1956,B1,A1,F,historical,18.11207973,13.63183293,13.92861616,9.073001748,6.377444105,27.39669044
MB,1956,B1,B1,F,historical,14.1986421,9.857336184,9.873436874,5.814683753,4.147684628,18.84610475
MB,1956,B1,C1,F,historical,15.88080892,10.41299155,11.18588968,6.39736719,3.100568097,24.28343101
MB,1956,B1,D1,F,historical,10.996098,6.721318211,6.973150698,3.301598017,1.422550244,14.46828458
MS,1956,B1,A1,F,historical,30.57283987,22.51873452,23.11205726,14.49115933,9.961519918,30.86036051
MS,1956,B1,B1,F,historical,23.72669047,15.8571766,15.92062819,9.145717999,6.483217984,24.06971483
MS,1956,B1,Eldo,F,historical,30.42319462,25.43905382,25.65595458,17.23822202,12.6449339,32.71223874
MB,1956,B1,A1,M,historical,21.04657584,15.88522327,16.22292206,10.65749188,7.583233652,19.89344782
MB,1956,B1,B1,M,historical,16.5267447,11.55707552,11.57173022,6.925028873,5.028055261,15.95446291
MB,1956,B1,C1,M,historical,18.47106832,12.17535529,13.05948318,7.571578678,3.806732244,17.69847272
MB,1956,B1,D1,M,historical,12.84942708,7.946592832,8.231833716,4.024606927,1.882356105,12.59314955
MS,1956,B1,A1,M,historical,18.81018339,13.71642558,14.10355098,8.588927552,5.659579989,15.79721873
MS,1956,B1,B1,M,historical,14.51410568,9.46067737,9.511366522,5.174124511,3.443953342,12.77819498
MS,1956,B1,Eldo,M,historical,18.60801778,15.55654761,15.69665287,10.33184392,7.364177502,16.73278322
MB,1957,B1,A1,F,historical,17.84193331,13.11660454,13.70292768,9.256981968,6.176458483,28.14771921
MB,1957,B1,B1,F,historical,13.69939123,9.608665224,9.839016426,6.292872687,4.178060255,19.53421014
MB,1957,B1,C1,F,historical,15.24052107,9.65960189,10.6519516,6.348562563,2.913973232,23.87931521
MB,1957,B1,D1,F,historical,11.19215304,6.846040341,7.365388008,3.94065638,1.592189173,16.05825527
MS,1957,B1,A1,F,historical,30.38913984,21.52906686,22.61180028,14.78029785,9.753851944,31.17603132
MS,1957,B1,B1,F,historical,22.91712453,15.46517419,15.84478399,10.06204628,6.66849751,24.23649345
MS,1957,B1,Eldo,F,historical,31.61129937,24.87565673,25.76046811,17.3587493,12.09825691,33.09768458
MB,1957,B1,A1,M,historical,20.75674844,15.30265487,15.97374708,10.87506184,7.354711095,20.09305903
MB,1957,B1,B1,M,historical,15.98422124,11.27865958,11.54265575,7.477397825,5.062297134,15.9423481
MB,1957,B1,C1,M,historical,17.75551694,11.31950448,12.45604829,7.521005681,3.591464859,17.48061721
MB,1957,B1,D1,M,historical,13.0918968,8.089899663,8.683963519,4.756561443,2.072853139,13.08815759
MS,1957,B1,A1,M,historical,18.65182481,13.0628552,13.75882768,8.757114294,5.525533783,15.99567345
MS,1957,B1,B1,M,historical,13.92758167,9.195449818,9.438020198,5.751572283,3.566759561,12.71229709
MS,1957,B1,Eldo,M,historical,19.38710051,15.19575061,15.76450689,10.39912542,7.007915931,16.8802084
MB,1958,B1,A1,F,historical,18.82624121,13.51534466,14.0980184,9.307112785,6.200548336,28.85173828
MB,1958,B1,B1,F,historical,14.56314958,9.784494562,10.02557811,6.114259632,4.132978155,19.08850272
MB,1958,B1,C1,F,historical,17.28646044,11.00026397,11.96412811,7.001282852,3.397557946,26.33113021
MB,1958,B1,D1,F,historical,12.12662942,7.717364558,8.117493448,4.256764163,1.936817645,17.33356134
MS,1958,B1,A1,F,historical,32.20606076,22.24799936,23.33057671,14.83172874,9.685988109,31.64689792
MS,1958,B1,B1,F,historical,24.27818422,15.70321607,16.1303644,9.620617485,6.472772935,24.77680047
MS,1958,B1,Eldo,F,historical,31.76422605,25.27217562,26.07731287,17.78568924,12.29427039,33.29132397
MB,1958,B1,A1,M,historical,21.8563951,15.74888539,16.41419378,10.92504104,7.379865753,20.33856192
MB,1958,B1,B1,M,historical,16.94323081,11.47253804,11.7452385,7.268156993,5.010190133,16.40506076
MB,1958,B1,C1,M,historical,20.07279937,12.84623681,13.94853051,8.263561336,4.148111313,18.85861992
MB,1958,B1,D1,M,historical,14.15571712,9.088316778,9.543931249,5.119213741,2.472360464,13.71377314
MS,1958,B1,A1,M,historical,19.88317538,13.54863744,14.24846389,8.807023478,5.485671491,16.1475733
MS,1958,B1,B1,M,historical,14.8679326,9.364204182,9.646318623,5.477231278,3.440078951,13.19107882
MS,1958,B1,Eldo,M,historical,19.48000563,15.45696319,15.97310053,10.6827604,7.141602479,16.91355398
MB,1959,B1,A1,F,historical,19.30747785,14.23274556,14.89068264,9.951497195,6.546642552,30.61329133
MB,1959,B1,B1,F,historical,15.32999029,10.41247018,10.78067831,6.638526319,4.311583086,21.54961209
MB,1959,B1,C1,F,historical,17.09077308,11.30734784,12.4523224,7.443694508,3.33156111,27.22539775
MB,1959,B1,D1,F,historical,11.75896297,7.647810226,8.17950473,4.348980383,1.751560097,17.33359448
MS,1959,B1,A1,F,historical,33.02296373,23.57426099,24.82958223,15.93792075,10.21881961,32.43324228
MS,1959,B1,B1,F,historical,25.81603914,16.8306075,17.50882377,10.47512238,6.732183596,25.90584522
MS,1959,B1,Eldo,F,historical,33.4058508,26.2730238,27.20695295,18.49815512,12.71345985,34.49802751
MB,1959,B1,A1,M,historical,22.42602918,16.57531625,17.32767093,11.66608911,7.779464537,20.79070301
MB,1959,B1,B1,M,historical,17.83229278,12.1948213,12.61330326,7.870921589,5.218177411,16.96087593
MB,1959,B1,C1,M,historical,19.87685726,13.20228226,14.51392753,8.772897313,4.074828041,19.083464
MB,1959,B1,D1,M,historical,13.75274035,9.012445836,9.6202108,5.227644527,2.262101085,13.95908961
MS,1959,B1,A1,M,historical,20.36209806,14.38805629,15.19736368,9.507723459,5.817585097,16.42263806
MS,1959,B1,B1,M,historical,15.83128444,10.07948521,10.52257565,6.017560409,3.596732571,13.50215756
MS,1959,B1,Eldo,M,historical,20.52076702,16.08701377,16.68485161,11.12895821,7.399212075,17.43623034
MB,2015,B1,A1,F,contemporary,19.40892454,14.58411597,14.90954626,10.04584078,7.181948495,30.05174567
MB,2015,B1,B1,F,contemporary,15.82621837,11.16172573,11.25031117,7.108583873,5.105349453,22.01315624
MB,2015,B1,C1,F,contemporary,16.88157434,11.21412982,11.96187605,7.073764001,3.724112164,26.00196197
MB,2015,B1,D1,F,contemporary,12.37266285,7.979619241,8.238790117,4.332308891,2.199290139,17.06070407
MS,2015,B1,A1,F,contemporary,32.95945906,24.08664531,24.73814301,16.0765495,11.22810103,32.92621482
MS,2015,B1,B1,F,contemporary,26.63440018,18.03485721,18.22612078,11.24094461,7.972019913,26.84711285
MS,2015,B1,Eldo,F,contemporary,32.9938612,26.53652115,26.87054053,18.29360643,13.63261922,34.0745411
MB,2015,B1,A1,M,contemporary,22.53733936,16.98247602,17.35298915,11.7794877,8.512266428,21.128787
MB,2015,B1,B1,M,contemporary,18.40297697,13.05820952,13.15616181,8.414841116,6.132609981,17.67133624
MB,2015,B1,C1,M,contemporary,19.61999004,13.09931435,13.95411184,8.353493984,4.529450386,18.62822581
MB,2015,B1,D1,M,contemporary,14.43833459,9.395016438,9.689082579,5.213311751,2.781221991,14.10521258
MS,2015,B1,A1,M,contemporary,20.3276525,14.70246234,15.1269698,9.582839165,6.449204335,16.7528913
MS,2015,B1,B1,M,contemporary,16.34838279,10.83570029,10.96757844,6.493254746,4.374684047,14.13281313
MS,2015,B1,Eldo,M,contemporary,20.27436494,16.24582807,16.46311342,10.98555159,7.973953299,17.39948799
MB,2016,B1,A1,F,contemporary,19.84670012,15.72709685,15.86701709,10.80791641,8.167420962,31.63065191
MB,2016,B1,B1,F,contemporary,16.23217242,12.0710836,11.95283568,7.598380289,5.891801785,22.68475425
MB,2016,B1,C1,F,contemporary,17.54151208,12.58458132,13.27949506,8.141503179,4.568956007,27.92921961
MB,2016,B1,D1,F,contemporary,13.15357578,8.856217943,9.04481474,4.888433213,2.681133751,18.69983417
MS,2016,B1,A1,F,contemporary,33.57561013,26.13857827,26.47432571,17.38651867,12.81914813,33.83903651
MS,2016,B1,B1,F,contemporary,27.34056653,19.52053635,19.35723724,12.01374707,9.208081531,28.00990893
MS,2016,B1,Eldo,F,contemporary,33.4201025,27.92375816,27.80984913,19.13742336,15.16095305,35.21460584
MB,2016,B1,A1,M,contemporary,23.05540127,18.2966775,18.45479025,12.65387032,9.641439708,21.75378702
MB,2016,B1,B1,M,contemporary,18.87701363,14.10295301,13.9638561,8.977760965,7.034174052,18.37241662
MB,2016,B1,C1,M,contemporary,20.40165933,14.67220751,15.46764215,9.576694564,5.49716814,19.51166844
MB,2016,B1,D1,M,contemporary,15.33919734,10.39957366,10.61265406,5.850592469,3.334088989,15.00679734
MS,2016,B1,A1,M,contemporary,20.67987169,16.00565475,16.22793984,10.41764798,7.464321238,17.23256291
MS,2016,B1,B1,M,contemporary,16.77907244,11.77745534,11.68275698,6.981842537,5.161468288,14.74520008
MS,2016,B1,Eldo,M,contemporary,20.5284148,17.1218267,17.05374603,11.52098208,8.949055301,18.03299153
MB,2017,B1,A1,F,contemporary,19.44486927,14.17023291,14.57212301,9.671570137,6.863846065,29.33660264
MB,2017,B1,B1,F,contemporary,15.78229324,10.86370087,11.04392964,6.841173835,4.830479053,20.79328571
MB,2017,B1,C1,F,contemporary,16.59535913,10.90188504,11.67634623,6.842109053,3.517193915,24.99346587
MB,2017,B1,D1,F,contemporary,13.96562062,8.998120074,9.457819331,5.078326916,2.422151982,19.82931739
MS,2017,B1,A1,F,contemporary,33.22399671,23.24951139,24.01394419,15.36529318,10.69338468,32.96480152
MS,2017,B1,B1,F,contemporary,26.37340145,17.44632008,17.78139451,10.7371295,7.517228583,26.83161739
MS,2017,B1,Eldo,F,contemporary,33.35356366,25.80625484,26.17911655,17.51186098,13.1872717,34.08375571
MB,2017,B1,A1,M,contemporary,22.56607421,16.50694058,16.96470424,11.35118621,8.148277748,21.14561529
MB,2017,B1,B1,M,contemporary,18.34730105,12.71638628,12.91932602,8.108917024,5.817962512,17.73709823
MB,2017,B1,C1,M,contemporary,19.29246552,12.74314416,13.62886234,8.090238636,4.293624419,18.58872236
MB,2017,B1,D1,M,contemporary,16.26868341,10.56077891,11.08494879,6.067949307,3.037253641,15.63672372
MS,2017,B1,A1,M,contemporary,20.53036553,14.1674887,14.6646532,9.12519994,6.106347467,16.81396221
MS,2017,B1,B1,M,contemporary,16.19013734,10.45850726,10.68208643,6.168956175,4.083536713,14.28090071
MS,2017,B1,Eldo,M,contemporary,20.5485682,15.78285949,16.02679577,10.48317879,7.68795959,17.45564225
MB,2018,B1,A1,F,contemporary,19.7080523,15.13889392,15.34978088,10.52243693,7.796884811,31.03409485
MB,2018,B1,B1,F,contemporary,16.33571892,11.69090761,11.68041499,7.450143432,5.592938715,21.98158371
MB,2018,B1,C1,F,contemporary,17.24842313,11.88870791,12.49678312,7.586153683,4.313080366,26.3393854
MB,2018,B1,D1,F,contemporary,13.07208436,8.940244924,9.137080896,5.114331266,2.864884938,18.41190795
MS,2018,B1,A1,F,contemporary,33.3293195,25.03647243,25.42246397,16.86581397,12.21139985,33.83071233
MS,2018,B1,B1,F,contemporary,27.44816374,18.86546115,18.87940521,11.73946559,8.705648023,27.95907056
MS,2018,B1,Eldo,F,contemporary,33.10921394,27.20554476,27.16852678,18.83365976,14.72353271,34.86289699
MB,2018,B1,A1,M,contemporary,22.88311238,17.61902021,17.8584343,12.32528709,9.216111005,21.69611103
MB,2018,B1,B1,M,contemporary,18.98265817,13.66393265,13.64813224,8.805784323,6.691216751,18.29748878
MB,2018,B1,C1,M,contemporary,20.04510951,13.87321192,14.56784198,8.941283501,5.205346334,19.25917277
MB,2018,B1,D1,M,contemporary,15.24976866,10.49795181,10.72053488,6.110023156,3.545647551,14.88752811
MS,2018,B1,A1,M,contemporary,20.55402107,15.30771893,15.56067799,10.08763725,7.07821269,17.20347862
MS,2018,B1,B1,M,contemporary,16.87717633,11.36659593,11.38548449,6.811110017,4.841701583,14.70176174
MS,2018,B1,Eldo,M,contemporary,20.34627991,16.67035749,16.64965645,11.3303303,8.67331465,17.74063784
MB,2019,B1,A1,F,contemporary,19.72600756,14.94409365,15.35254025,10.40954805,7.46204406,30.74763542
MB,2019,B1,B1,F,contemporary,15.7496992,11.20940306,11.31101335,7.182978822,5.27029578,21.51308938
MB,2019,B1,C1,F,contemporary,17.98194642,11.93593613,12.86917524,7.743668707,4.045728292,28.0595788
MB,2019,B1,D1,F,contemporary,12.9947952,8.29812629,8.656944755,4.62985746,2.37865778,18.41024036
MS,2019,B1,A1,F,contemporary,33.49951557,24.73906914,25.51451034,16.68805599,11.70480544,33.86552991
MS,2019,B1,B1,F,contemporary,26.33366427,18.06464622,18.25359046,11.33999067,8.261257602,27.20531031
MS,2019,B1,Eldo,F,contemporary,33.7931137,27.84762733,28.32745499,19.56329752,14.5311658,35.56353064
MB,2019,B1,A1,M,contemporary,22.90558299,17.39363298,17.85959026,12.19364024,8.8289968,21.64345461
MB,2019,B1,B1,M,contemporary,18.31783774,13.11143889,13.22455816,8.498043185,6.317055508,17.8617888
MB,2019,B1,C1,M,contemporary,20.88599811,13.92318802,14.99134912,9.118076581,4.893654494,19.86568868
MB,2019,B1,D1,M,contemporary,15.14915883,9.755994608,10.16446463,5.550532772,2.981609624,14.63603238
MS,2019,B1,A1,M,contemporary,20.66148707,15.12384511,15.62640624,9.979981474,6.764278502,17.22020033
MS,2019,B1,B1,M,contemporary,16.14683177,10.85736017,10.98661023,6.561137975,4.57097601,14.38541919
MS,2019,B1,Eldo,M,contemporary,20.74864668,17.08319074,17.39170027,11.80361983,8.558511161,18.19057022
MB,2020,B1,A1,F,contemporary,19.80737196,16.09840481,16.09318206,11.08795891,8.617943547,31.56375403
MB,2020,B1,B1,F,contemporary,16.05262512,12.51364531,12.26174135,7.978101535,6.374259703,23.28513475
MB,2020,B1,C1,F,contemporary,17.78371701,12.90761112,13.4397146,8.295556003,4.961017591,28.23488534
MB,2020,B1,D1,F,contemporary,13.02367035,8.911972116,8.94376471,4.880763443,2.995625155,18.16125752
MS,2020,B1,A1,F,contemporary,33.39820018,26.86514404,26.93593317,17.90061892,13.55674312,33.93468226
MS,2020,B1,B1,F,contemporary,27.00967861,20.39674702,20.01498014,12.74095526,9.995473884,27.87091425
MS,2020,B1,Eldo,F,contemporary,33.7389622,29.42364615,29.00323425,20.6055389,16.47458197,35.86297409
MB,2020,B1,A1,M,contemporary,23.01236444,18.72108596,18.71246089,12.97225726,10.15513838,21.81537433
MB,2020,B1,B1,M,contemporary,18.68001607,14.60977935,14.31748034,9.410825251,7.584679194,18.29274373
MB,2020,B1,C1,M,contemporary,20.67087883,15.04058765,15.6486784,9.750524491,5.944464293,19.72096589
MB,2020,B1,D1,M,contemporary,15.1851155,10.46455824,10.49683969,5.841474942,3.693902259,14.98238505
MS,2020,B1,A1,M,contemporary,20.55954004,16.47478189,16.52836344,10.75323655,7.941334161,17.28969524
MS,2020,B1,B1,M,contemporary,16.54654442,12.34102476,12.10703317,7.453485178,5.669689076,14.60786811
MS,2020,B1,Eldo,M,contemporary,20.68355662,18.07318446,17.80509423,12.46725545,9.796185709,18.34483992
MB,2021,B1,A1,F,contemporary,19.66226461,15.44043872,15.58992932,10.63954675,8.068461342,30.89128926
MB,2021,B1,B1,F,contemporary,16.42299647,12.079819,12.01333696,7.641800166,5.894657448,22.67504591
